eBird.English.Name.2023,eBird.Scientific.Name.2023,eBird.Code,Order,Family
Olive-backed Pipit,Anthus hodgsoni,olbpip,Passeriformes,Motacillidae (Wagtails and Pipits)
Red-throated Pipit,Anthus cervinus,retpip,Passeriformes,Motacillidae (Wagtails and Pipits)
Water Pipit,Anthus spinoletta,watpip1,Passeriformes,Motacillidae (Wagtails and Pipits)
American Pipit,Anthus rubescens,amepip,Passeriformes,Motacillidae (Wagtails and Pipits)
Common Chaffinch,Fringilla coelebs,comcha,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Brambling,Fringilla montifringilla,brambl,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Black-and-yellow Grosbeak,Mycerobas icterioides,baygro1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Collared Grosbeak,Mycerobas affinis,colgro1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Spot-winged Grosbeak,Mycerobas melanozanthos,spwgro1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
White-winged Grosbeak,Mycerobas carnipes,whwgro1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Hawfinch,Coccothraustes coccothraustes,hawfin,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Common Rosefinch,Carpodacus erythrinus,comros,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Scarlet Finch,Carpodacus sipahi,scafin1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Blyth's Rosefinch,Carpodacus grandis,blyros1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Himalayan Beautiful Rosefinch,Carpodacus pulcherrimus,bearos1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Pink-rumped Rosefinch,Carpodacus waltoni,pirros1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Dark-rumped Rosefinch,Carpodacus edwardsii,darros1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Pink-browed Rosefinch,Carpodacus rodochroa,pibros2,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Spot-winged Rosefinch,Carpodacus rodopeplus,spwros2,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Vinaceous Rosefinch,Carpodacus vinaceus,vinros2,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Pale Rosefinch,Carpodacus stoliczkae,palros3,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Sillem's Rosefinch,Carpodacus sillemi,tahmof1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Streaked Rosefinch,Carpodacus rubicilloides,strros1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Great Rosefinch,Carpodacus rubicilla,greros1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Red-fronted Rosefinch,Carpodacus puniceus,refros1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Crimson-browed Finch,Carpodacus subhimachalus,crbfin3,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Three-banded Rosefinch,Carpodacus trifasciatus,thbros1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Himalayan White-browed Rosefinch,Carpodacus thura,whbros1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Chinese White-browed Rosefinch,Carpodacus dubius,cwbros1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Brown Bullfinch,Pyrrhula nipalensis,brobul1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Orange Bullfinch,Pyrrhula aurantiaca,orabul1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Red-headed Bullfinch,Pyrrhula erythrocephala,rehbul1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Gray-headed Bullfinch,Pyrrhula erythaca,gyhbul2,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Crimson-winged Finch,Rhodopechys sanguineus,crwfin2,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Trumpeter Finch,Bucanetes githagineus,trufin2,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Mongolian Finch,Bucanetes mongolicus,monfin2,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Blanford's Rosefinch,Agraphospiza rubescens,blaros1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Gold-naped Finch,Pyrrhoplectes epauletta,gonfin1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Spectacled Finch,Callacanthis burtoni,spefin1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Dark-breasted Rosefinch,Procarduelis nipalensis,dabros1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Plain Mountain Finch,Leucosticte nemoricola,plmfin1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Black-headed Mountain Finch,Leucosticte brandti,bhmfin1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Desert Finch,Rhodospiza obsoleta,desfin2,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Yellow-breasted Greenfinch,Chloris spinoides,yebgre4,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Black-headed Greenfinch,Chloris ambigua,bkhgre1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Twite,Linaria flavirostris,twite1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Eurasian Linnet,Linaria cannabina,eurlin1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Red Crossbill,Loxia curvirostra,redcro,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
European Goldfinch,Carduelis carduelis,eurgol,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Fire-fronted Serin,Serinus pusillus,fifser1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Tibetan Serin,Spinus thibetanus,tibser1,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Eurasian Siskin,Spinus spinus,eursis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
Lapland Longspur,Calcarius lapponicus,laplon,Passeriformes,Calcariidae (Longspurs and Snow Buntings)
Crested Bunting,Emberiza lathami,crebun1,Passeriformes,Emberizidae (Old World Buntings)
Black-headed Bunting,Emberiza melanocephala,blhbun1,Passeriformes,Emberizidae (Old World Buntings)
Red-headed Bunting,Emberiza bruniceps,rehbun1,Passeriformes,Emberizidae (Old World Buntings)
Chestnut-eared Bunting,Emberiza fucata,chebun2,Passeriformes,Emberizidae (Old World Buntings)
Rock Bunting,Emberiza cia,rocbun1,Passeriformes,Emberizidae (Old World Buntings)
Godlewski's Bunting,Emberiza godlewskii,godbun1,Passeriformes,Emberizidae (Old World Buntings)
Meadow Bunting,Emberiza cioides,meabun1,Passeriformes,Emberizidae (Old World Buntings)
White-capped Bunting,Emberiza stewarti,chbbun1,Passeriformes,Emberizidae (Old World Buntings)
Yellowhammer,Emberiza citrinella,yellow2,Passeriformes,Emberizidae (Old World Buntings)
Pine Bunting,Emberiza leucocephalos,pinbun,Passeriformes,Emberizidae (Old World Buntings)
Gray-necked Bunting,Emberiza buchanani,gyhbun1,Passeriformes,Emberizidae (Old World Buntings)
Ortolan Bunting,Emberiza hortulana,ortbun1,Passeriformes,Emberizidae (Old World Buntings)
Striolated Bunting,Emberiza striolata,houbun2,Passeriformes,Emberizidae (Old World Buntings)
Reed Bunting,Emberiza schoeniclus,reebun,Passeriformes,Emberizidae (Old World Buntings)
Yellow-breasted Bunting,Emberiza aureola,yebbun,Passeriformes,Emberizidae (Old World Buntings)
Little Bunting,Emberiza pusilla,litbun,Passeriformes,Emberizidae (Old World Buntings)
Rustic Bunting,Emberiza rustica,rusbun,Passeriformes,Emberizidae (Old World Buntings)
Black-faced Bunting,Emberiza spodocephala,bkfbun1,Passeriformes,Emberizidae (Old World Buntings)
Chestnut Bunting,Emberiza rutila,chebun1,Passeriformes,Emberizidae (Old World Buntings)
Yellow-browed Bunting,Emberiza chrysophrys,yebbun1,Passeriformes,Emberizidae (Old World Buntings)
Tristram's Bunting,Emberiza tristrami,tribun1,Passeriformes,Emberizidae (Old World Buntings)
